Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Sales,Year,Types,City
2022 Renault Duster RXZ CVT 1.3 TURBO,AUTOMATIC,"9,752 km",Petrol,1st Owner,MH-02,"?28,343/month","?15,67,999?15,09,299",22-Jan,Cars above 10 lakh,Mumbai
2019 Honda Brio 1.2 S (O) MT IVTEC,MANUAL,"28,546 km",Petrol,2nd Owner,RJ-45,"?9,144/month","Fixed Price?4,67,699",19-Feb,CNG,Jaipur
2014 Honda Amaze 1.2 VXMT I VTEC,MANUAL,"76,347 km",Petrol,2nd Owner,KA-03-x-xxxx,"?9,286/month","?5,12,299?4,74,999",14-Jun,Honda,Bangalore
2020 Tata NEXON XM 1.5,MANUAL,"60,182 km",Diesel,1st Owner,UP-32-x-xxxx,"?15,859/month","Fixed Price?8,44,499",20-Sep,Diesel,Lucknow
2015 Toyota Etios Liva D-4D VXD,MANUAL,"94,030 km",Diesel,1st Owner,TS-10-x-xxxx,"?11,347/month","?5,90,899?5,80,399",15-Sep,Diesel,Hyderabad
2017 Toyota Camry HYBRID,AUTOMATIC,"70,336 km",Petrol,1st Owner,MH-04,"?29,904/month","?17,31,699?15,92,399",17-May,Cars above 10 lakh,Pune
2021 Toyota Glanza G MT PETROL,MANUAL,"4,749 km",Petrol,1st Owner,KA-51-x-xxxx,"?17,155/month","?9,54,399?9,13,499",21-Jun,Toyota,Bangalore
2021 Toyota URBAN CRUISER PREMIUM MT,,"16,956 km",Petrol,1st Owner,MH-14,"?18,144/month","?10,32,699?9,66,199",21-Jan,Toyota,Pune
2019 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"17,512 km",Petrol,1st Owner,MP-04,"?14,309/month","?8,19,199?7,31,899",,Honda,Indore
2021 Renault Kwid 1.0 RXT Opt,MANUAL,"10,047 km",Petrol,1st Owner,UP-32-x-xxxx,"?10,188/month","?5,27,399?5,21,099",21-Nov,Cars from 5 lakh - 10 lakh,Lucknow
2022 Skoda KUSHAQ AMBITION 1.0 TSI AT,,"8,798 km",Petrol,1st Owner,GJ-14,"?27,759/month","?15,36,299?14,78,199",22-Jan,,Ahmedabad
2019 Renault Kwid RXL,MANUAL,"11,227 km",Petrol,1st Owner,TS-03-x-xxxx,"?7,734/month","Fixed Price?3,95,599",19-Aug,,Hyderabad
2016 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,MANUAL,"69,959 km",Petrol,1st Owner,GJ-01,"?7,953/month","?4,11,799?4,06,799",16-Jan,Hyundai,Ahmedabad
2014 Hyundai Grand i10 ASTA 1.2 VTVT,MANUAL,"33,290 km",Petrol,2nd Owner,MH-02,"?9,058/month","Fixed Price?4,63,299",14-Oct,Hyundai,Pune
2015 Honda Brio 1.2 S MT I VTEC,MANUAL,"52,328 km",Petrol,2nd Owner,RJ-14,"?6,907/month","?3,67,699?3,53,299",15-Oct,Cars from 2 lakh - 5 lakh,Jaipur
2014 Volkswagen Polo COMFORTLINE 1.2L PETROL,MANUAL,"45,541 km",Petrol,2nd Owner,RJ-14,"?7,621/month","?4,09,799?3,89,799",,Volkswagen,Jaipur
2013 Maruti Swift Dzire VDI,MANUAL,"60,537 km",Diesel,1st Owner,RJ-14,"?9,331/month","?4,93,099?4,77,299",13-May,Diesel,Jaipur
2021 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,"24,347 km",Petrol + CNG,2nd Owner,MH-05,"?12,491/month","?6,63,599?6,38,899",21-Mar,,Mumbai
2019 Tata Tiago XZA 1.2 REVOTRON,AUTOMATIC,"68,605 km",Petrol + CNG,1st Owner,GJ-27,"?10,594/month","Fixed Price?5,41,899",19-Jul,CNG,Ahmedabad
2018 Honda City V MT PETROL,MANUAL,"67,173 km",Petrol,1st Owner,GJ-27,"?15,973/month","?8,82,599?8,50,599",18-Jul,Honda,Ahmedabad
2017 Tata Tiago XM 1.2 REVOTRON,MANUAL,"54,604 km",Petrol,1st Owner,MP-09,"?7,945/month","Fixed Price?4,06,399",17-Aug,Tata,Indore
2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,"42,796 km",Petrol,1st Owner,KA-03-x-xxxx,"?20,244/month","?10,87,899?10,77,999",19-Jul,Ford,Bangalore
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"17,637 km",Petrol,1st Owner,GJ-06,"?28,965/month","?15,83,999?15,42,399",20-Feb,MG,Ahmedabad
2019 KIA SELTOS GTX 1.4 GDI PETROL,,"6,905 km",Petrol,1st Owner,"Valid upto Nov 2023
3rd Party","?22,353/month","?13,15,299?11,90,299",,KIA,Lucknow
2020 KIA SELTOS HTK PLUS 1.5 DIESEL,MANUAL,"26,188 km",Diesel,1st Owner,MH-04,"?27,432/month","Fixed Price?14,60,799",20-Mar,Diesel,Mumbai
2013 Maruti Alto K10 LXI,MANUAL,"39,983 km",Petrol,1st Owner,GJ-05,"?4,700/month","Fixed Price?2,40,399",13-Apr,,Indore
2016 Renault Kwid RXT Opt,MANUAL,"62,382 km",Petrol,2nd Owner,KL-53,"?5,898/month","Fixed Price?3,01,699",16-Sep,Renault,Kochi
2019 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,"7,241 km",Petrol,1st Owner,UP-32-x-xxxx,"?9,167/month","?5,23,999?4,68,899",19-May,Cars from 2 lakh - 5 lakh,Lucknow
2021 Tata NEXON XMA SUNROOF 1.2 RTN,AUTOMATIC,"8,737 km",Petrol,1st Owner,TN-10-x-xxxx,"?20,041/month","Fixed Price?10,67,199",21-Feb,Tata,Chennai
2017 Ford New Figo 1.2 TREND,MANUAL,"30,441 km",Petrol,1st Owner,KL-45,"?8,772/month","?4,55,499?4,48,699",,Ford,Kochi
2018 Renault Kwid 1.0 RXT,MANUAL,"75,016 km",Petrol,1st Owner,RJ-23,"?6,053/month","Fixed Price?3,09,599",18-Mar,Renault,Jaipur
2020 Jeep Compass 2.0 LONGITUDE (O),MANUAL,"22,656 km",Diesel,1st Owner,UP-32-x-xxxx,"?30,037/month","?16,28,499?15,99,499",20-Mar,MG,Lucknow
2016 Hyundai Grand i10 ERA 1.2 VTVT,MANUAL,"50,911 km",Petrol,1st Owner,MH-46,"?7,767/month","?4,03,599?3,97,299",16-Oct,Hyundai,Mumbai
2018 Jeep Compass 2.0 LONGITUDE,MANUAL,"88,971 km",Diesel,2nd Owner,GJ-06,"?21,402/month","?11,89,499?11,39,699",18-Apr,Mahindra,Ahmedabad
2021 Tata NEXON XZA + 1.2 PETROL A/T,AUTOMATIC,"7,697 km",Petrol,1st Owner,MH-47,"?20,952/month","?11,59,399?11,15,699",21-Aug,Tata,Mumbai
2021 Mahindra Thar LX PETROL HT 4WD AT,,"14,005 km",Petrol,1st Owner,GJ-06,"?29,742/month","?16,75,599?15,83,799",21-Nov,KIA,Ahmedabad
2017 Tata TIGOR XZ 1.2 REVOTRON OPT,MANUAL,"60,361 km",Petrol,1st Owner,TN-87-x-xxxx,"?9,769/month","Fixed Price?4,99,699",17-Jun,Tata,Chennai
2019 Hyundai Creta 1.4 E PLUS CRDI,MANUAL,"94,706 km",Diesel,1st Owner,MP-04,"?18,788/month","Fixed Price?10,00,499",19-Apr,Honda,Indore
2022 MG ASTOR SAVVY 1.5 CVT IVORY,,"5,209 km",Petrol,1st Owner,MH-12,"?31,765/month","?18,57,399?16,91,499",22-Feb,Petrol,Pune
2020 Tata Tiago XZ+ 1.2 Revotron,MANUAL,"44,484 km",Petrol,1st Owner,KA-03-x-xxxx,"?13,260/month","Fixed Price?6,78,249",20-Aug,Tata,Bangalore
2020 KIA SONET GTX PLUS DCT 1.0,,"15,228 km",Petrol,2nd Owner,KA-05-x-xxxx,"?25,299/month","?14,17,599?13,47,199",20-Oct,KIA,Bangalore
2019 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,"1,980 km",Petrol,1st Owner,TN-12-x-xxxx,"?11,146/month","Fixed Price?5,70,099",19-Aug,Hyundai,Chennai
2019 KIA SELTOS HTX+ AT 1.5 DIESEL,AUTOMATIC,"35,149 km",Diesel,1st Owner,TN-02-x-xxxx,"?27,669/month","?16,71,599?14,73,399",19-Oct,Diesel,Chennai
2015 Hyundai Elite i20 1.4 CRDI ASTA (O),MANUAL,"59,931 km",Diesel,1st Owner,MH-43,"?12,399/month","Fixed Price?6,34,199",15-Nov,Diesel,Mumbai
2012 Hyundai i20 MAGNA O 1.2,MANUAL,"78,436 km",Petrol,2nd Owner,GJ-01,"?7,425/month","Fixed Price?3,79,799",12-May,Cars from 2 lakh - 5 lakh,Ahmedabad
2020 Renault Duster RXS 106 PS MT,MANUAL,"44,886 km",Petrol,1st Owner,TN-11-x-xxxx,"?15,941/month","?9,09,799?8,48,899",20-Oct,Renault,Chennai
2018 Maruti Celerio VXI CNG,MANUAL,"26,129 km",Petrol + CNG,1st Owner,MH-01,"?10,387/month","Fixed Price?5,31,299",18-Jul,CNG,Mumbai
2022 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,"2,922 km",Petrol,1st Owner,MP-13,"?21,923/month","Fixed Price?11,67,399",22-Apr,Cars above 10 lakh,Indore
2014 Honda Amaze 1.2 SMT I VTEC,MANUAL,"77,039 km",Petrol,1st Owner,KL-07,"?8,037/month","?4,38,599?4,11,099",14-Oct,Honda,Kochi
2020 KIA SONET GTX PLUS 1.5D  AT,,"56,172 km",Diesel,1st Owner,TN-01-x-xxxx,"?26,548/month","?14,43,099?14,13,699",20-Oct,Diesel,Chennai
2017 Hyundai Creta 1.6 E + VTVT,MANUAL,"57,562 km",Petrol,2nd Owner,TN-04-x-xxxx,"?14,790/month","Fixed Price?7,56,499",17-Feb,Cars from 5 lakh - 10 lakh,Chennai
2013 Hyundai Eon D LITE PLUS,MANUAL,"33,824 km",Petrol,1st Owner,WB-02,"?3,687/month","?2,25,599?1,88,599",,Cars under 2 lakh,Kolkata
2016 Mahindra XUV500 W8 FWD AT,AUTOMATIC,"51,926 km",Diesel,2nd Owner,KA-04-x-xxxx,"?21,320/month","?12,76,849?11,35,299",16-Apr,Mahindra,Bangalore
2020 Hyundai NEW SANTRO ERA 1.1,MANUAL,"5,589 km",Petrol,2nd Owner,RJ-45,"?9,761/month","Fixed Price?4,99,299",20-Jan,Hyundai,Jaipur
2019 Toyota YARIS J CVT,AUTOMATIC,"18,510 km",Petrol,1st Owner,MH-12,"?16,661/month","?9,95,599?8,87,199",19-Nov,Toyota,Pune
2019 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,"18,754 km",Petrol,1st Owner,MP-04,"?9,336/month","?4,86,899?4,77,549",19-Aug,Cars from 2 lakh - 5 lakh,Indore
2018 Mahindra XUV500 W11 FWD,MANUAL,"89,232 km",Diesel,1st Owner,KA-04-x-xxxx,"?28,508/month","?15,37,299?15,18,099",18-Sep,Mahindra,Bangalore
2020 KIA SELTOS 1.5 GTX+ AT,AUTOMATIC,"34,655 km",Diesel,1st Owner,MH-12,"?33,278/month","?18,89,699?17,72,099",20-Nov,KIA,Mumbai
2020 Hyundai AURA SX PETROL,MANUAL,"35,201 km",Petrol,1st Owner,MH-12,"?14,668/month","?7,91,699?7,50,299",20-Feb,Hyundai,Pune
2021 Renault Kwid 1.0 CLIMBER OPT,MANUAL,"11,270 km",Petrol,1st Owner,HR-26,"?10,086/month","Fixed Price?5,15,899",21-Jun,Renault,New Delhi
2012 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,"1,16,147 km",Petrol,2nd Owner,RJ-14,"?4,911/month","?2,90,199?2,51,199",,,Jaipur
2018 Hyundai Elite i20 ASTA 1.4 CRDI,MANUAL,"91,106 km",Diesel,1st Owner,WB-24,"?11,832/month","?6,66,799?6,05,199",18-May,Diesel,Kolkata
2020 Renault Kwid 1.0 RXT Opt,MANUAL,"4,506 km",Petrol,1st Owner,GJ-01,"?7,759/month","Fixed Price?3,96,899",20-Oct,Renault,Ahmedabad
2018 Tata Tiago XT 1.2 REVOTRON,MANUAL,"12,081 km",Petrol,1st Owner,TN-50-x-xxxx,"?9,703/month","?5,01,299?4,96,299",18-Oct,Tata,Chennai
2021 Maruti Dzire VXI,MANUAL,"62,419 km",Petrol,1st Owner,UP-32-x-xxxx,"?13,857/month","?7,32,299?7,08,799",21-Jun,Ford,Lucknow
2012 Volkswagen Polo COMFORTLINE 1.2L DIESEL,MANUAL,"60,797 km",Diesel,1st Owner,MH-12,"?6,407/month","?3,47,299?3,27,699",12-May,Volkswagen,Mumbai
2020 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,"7,430 km",Petrol,1st Owner,RJ-45,"?17,451/month","Fixed Price?9,29,299",,Ford,Jaipur
2019 Ford Figo Aspire 1.2 TITANIUM+ PETROL,MANUAL,"23,688 km",Petrol,1st Owner,MH-12,"?13,836/month","?7,15,099?7,07,699",19-Aug,Ford,Pune
2017 Toyota Etios Liva VD DUAL TONE,,"48,221 km",Diesel,2nd Owner,KL-17,"?12,905/month","Fixed Price?6,60,099",,Toyota,Kochi
2019 Maruti Ertiga ZXI Plus SHVS,MANUAL,"72,390 km",Petrol,1st Owner,TN-31-x-xxxx,"?17,585/month","Fixed Price?9,36,399",19-Jan,Maruti,Chennai
2019 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,"28,228 km",Petrol,1st Owner,WB-24,"?15,251/month","Fixed Price?7,80,099",19-Sep,Honda,Kolkata
2018 Honda Brio 1.2 VX MT I VTEC,MANUAL,"28,876 km",Petrol,2nd Owner,TN-61-x-xxxx,"?9,931/month","?5,30,199?5,07,999",18-Nov,Honda,Chennai
2017 Maruti Ertiga ZDI PLUS SHVS,MANUAL,"36,894 km",Diesel,1st Owner,KL-40,"?15,568/month","?8,01,299?7,96,299",17-Feb,,Kochi
2015 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,"57,327 km",Petrol,1st Owner,DL-3C,"?11,122/month","Fixed Price?5,68,899",15-Dec,Ford,New Delhi
2014 Toyota Etios CROSS VD,MANUAL,"33,930 km",Diesel,1st Owner,MP-09,"?8,778/month","Fixed Price?4,48,999",14-Dec,Diesel,Indore
2021 Mahindra BOLERO NEO N 10,,"18,434 km",Diesel,1st Owner,AP-39-x-xxxx,"?18,909/month","?10,97,299?10,06,899",21-Aug,Mahindra,Hyderabad
2020 KIA SONET GTX PLUS DCT 1.0,,"7,282 km",Petrol,1st Owner,MH-04,"?25,767/month","?14,06,699?13,72,099",20-Nov,Cars above 10 lakh,Mumbai
2021 Volkswagen Vento Highline 1.0 TSI MT,MANUAL,"29,329 km",Petrol,1st Owner,MH-12,"?17,545/month","?10,09,299?9,34,299",21-Jan,Volkswagen,Pune
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"19,400 km",Petrol,1st Owner,RJ-45,"?29,104/month","?16,09,799?15,49,799",,MG,Jaipur
2018 Honda Jazz 1.2 V MT,MANUAL,"17,785 km",Petrol,1st Owner,KL-51,"?12,035/month","Fixed Price?6,15,599",,Honda,Kochi
2015 Hyundai i10 SPORTZ 1.1 IRDE2,MANUAL,"28,695 km",Petrol,2nd Owner,MH-03,"?7,560/month","Fixed Price?3,86,699",15-Jun,Cars from 2 lakh - 5 lakh,Pune
2020 Hyundai GRAND I10 NIOS Asta Petrol,MANUAL,"8,142 km",Petrol,1st Owner,MH-02,"?15,163/month","Fixed Price?7,75,599",20-Jul,Hyundai,Mumbai
2021 Mahindra MARAZZO M2 8 STR,,"9,043 km",Diesel,1st Owner,WB-20,"?22,313/month","?12,43,799?11,88,199",21-Sep,Diesel,Kolkata
2021 Ford Ecosport TITANIUM PLUS SE1.5 TDCI MT,MANUAL,"12,851 km",Diesel,1st Owner,MH-46,"?22,989/month","?12,63,899?12,24,199",21-Apr,Diesel,Mumbai
2016 Renault Kwid RXT,MANUAL,"25,006 km",Petrol,1st Owner,MP-09,"?6,139/month","?3,41,499?3,13,999",16-Dec,Renault,Indore
2018 Toyota YARIS G MT,MANUAL,"19,860 km",Petrol,1st Owner,TN-09-x-xxxx,"?15,639/month","?8,65,099?8,32,799",18-Jun,Toyota,Chennai
2021 Maruti Celerio ZXI,MANUAL,"6,323 km",Petrol,1st Owner,GJ-06,"?11,587/month","Fixed Price?5,92,699",21-Nov,Cars from 5 lakh - 10 lakh,Ahmedabad
2021 Maruti New  Wagon-R ZXI 1.2,MANUAL,"3,955 km",Petrol,2nd Owner,MH-01,"?12,743/month","?6,81,599?6,51,799",21-Mar,Cars from 5 lakh - 10 lakh,Mumbai
2021 Renault Kwid 1.0 RXT Opt,MANUAL,"13,867 km",Petrol,1st Owner,TN-07-x-xxxx,"?10,356/month","Fixed Price?5,29,699",21-Jul,Renault,Chennai
2022 Mahindra BOLERO NEO N 10,,"1,271 km",Diesel,1st Owner,WB-20,"?22,655/month","?12,27,549?12,06,399",22-May,,Kolkata
2011 Maruti Swift VXI,MANUAL,"51,767 km",Petrol,2nd Owner,KA-51-x-xxxx,"?7,017/month","?3,98,299?3,58,899",11-Aug,Cars from 2 lakh - 5 lakh,Bangalore
2022 Honda Amaze 1.2 VXMT I VTEC,MANUAL,"3,031 km",Petrol,1st Owner,DL-9C,"?17,198/month","?9,45,599?9,15,799",22-Apr,Honda,New Delhi
2020 Tata Tiago XT 1.2 REVOTRON,MANUAL,"2,678 km",Petrol,1st Owner,DL-3C,"?10,328/month","Fixed Price?5,28,299",20-Nov,Cars from 5 lakh - 10 lakh,New Delhi
2019 Mahindra XUV 3OO 1.2 W8 OPT,,"63,005 km",Petrol,1st Owner,RJ-23,"?15,872/month","?8,50,199?8,45,199",19-Mar,Mahindra,Jaipur
2020 Maruti Swift VXI,MANUAL,"22,937 km",Petrol,2nd Owner,UP-15-x-xxxx,"?12,025/month","?6,35,499?6,15,099",20-Jun,,Lucknow
2013 Maruti Alto 800 LXI,MANUAL,"89,560 km",Petrol,1st Owner,DL-9C,"?3,875/month","Fixed Price?1,98,199",13-Aug,Cars under 2 lakh,New Delhi
2020 Hyundai VENUE S MT 1.2 KAPPA,MANUAL,"19,978 km",Petrol,1st Owner,MP-04,"?14,842/month","?7,70,999?7,59,199",20-Jan,Honda,Indore
2020 Maruti Dzire LXI,MANUAL,"29,318 km",Petrol + CNG,1st Owner,DL-1C,"?12,191/month","Fixed Price?6,23,599",20-Mar,CNG,New Delhi
2014 Maruti Swift LXI,MANUAL,"52,363 km",Petrol,1st Owner,TN-14-x-xxxx,"?8,872/month","Fixed Price?4,53,799",14-Aug,Cars from 2 lakh - 5 lakh,Chennai
2016 Mahindra XUV500 W6 4X2,MANUAL,"1,21,699 km",Diesel,2nd Owner,"Valid upto Nov 2023
3rd Party","?14,762/month","?7,72,099?7,55,099",,Mahindra,Lucknow
2021 Renault TRIBER 1.0 RXL PETROL,MANUAL,"57,558 km",Petrol,1st Owner,TS-17-x-xxxx,"?12,625/month","?6,59,899?6,45,799",21-May,Renault,Hyderabad
2020 MG HECTOR SHARP 2.0 DIESEL,MANUAL,"55,260 km",Diesel,1st Owner,MH-14,"?31,851/month","?17,04,699?16,96,099",20-Nov,Mahindra,Pune
2010 Maruti Alto LXI,MANUAL,"70,516 km",Petrol,2nd Owner,DL-9C,"?2,686/month","?1,46,799?1,37,399",10-Sep,Cars under 2 lakh,New Delhi
2020 Maruti Baleno DELTA PETROL 1.2,,"10,902 km",Petrol,1st Owner,MP-04,"?13,032/month","Fixed Price?6,66,599",20-Oct,,Indore
2019 Hyundai GRAND I10 NIOS Asta Petrol,MANUAL,"21,304 km",Petrol,2nd Owner,MP-04,"?12,223/month","?6,52,499?6,25,199",19-Oct,Renault,Indore
2020 Maruti New  Wagon-R 1.0 LXI (O),MANUAL,"9,215 km",Petrol,2nd Owner,MH-05,"?9,904/month","?5,61,299?5,06,599",20-Mar,,Pune
2018 Hyundai Elite i20 SPORTZ 1.4,MANUAL,"48,051 km",Diesel,1st Owner,MH-03,"?13,556/month","?7,20,299?6,93,399",18-Feb,Diesel,Pune
2016 Honda Jazz 1.2 S MT,MANUAL,"53,951 km",Petrol,1st Owner,MH-03,"?8,737/month","?4,80,999?4,46,899",16-Mar,Honda,Mumbai
2012 Maruti Swift Dzire VXI,MANUAL,"87,730 km",Petrol,1st Owner,MH-01,"?7,564/month","?3,94,699?3,86,899",12-Nov,,Mumbai
2020 Tata ALTROZ XZ 1.2,MANUAL,"27,911 km",Petrol,1st Owner,MH-04,"?15,294/month","Fixed Price?8,14,399",20-Nov,Tata,Mumbai
2019 MG HECTOR SHARP 2.0 DIESEL,MANUAL,"40,962 km",Diesel,1st Owner,GJ-38,"?28,009/month","?16,76,499?14,91,499",19-Aug,MG,Ahmedabad
2017 Ford Ecosport 1.5 TITANIUMTDCI OPT,MANUAL,"59,893 km",Diesel,2nd Owner,GJ-03,"?12,979/month","?7,18,899?6,63,899",17-Jun,Diesel,Ahmedabad
2019 Hyundai Verna 1.6 SX (O) CRDI MT,MANUAL,"42,775 km",Diesel,1st Owner,WB-08,"?18,189/month","?10,52,199?9,68,599",19-Nov,Diesel,Kolkata
2017 Hyundai Verna FLUIDIC 1.6 SX VTVT,MANUAL,"43,085 km",Petrol,2nd Owner,MH-04,"?12,629/month","?6,83,999?6,45,999",,Cars from 5 lakh - 10 lakh,Mumbai
2021 Maruti Ciaz ALPHA 1.5 AT SHVS,AUTOMATIC,"80,243 km",Petrol,1st Owner,TN-07-x-xxxx,"?19,145/month","?10,98,999?10,19,499",21-Feb,Toyota,Chennai
2018 Toyota Corolla Altis G,MANUAL,"53,788 km",Petrol,1st Owner,MH-01,"?19,814/month","?11,66,899?10,55,099",18-Aug,Cars above 10 lakh,Mumbai
2011 Hyundai Eon MAGNA O,MANUAL,"86,805 km",Petrol,1st Owner,WB-26,"?3,552/month","Fixed Price?1,81,699",11-Nov,Cars under 2 lakh,Kolkata
2020 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,"18,067 km",Petrol + CNG,1st Owner,MH-02,"?11,924/month","Fixed Price?6,09,899",20-Nov,,Mumbai
2019 Ford Figo Aspire 1.2 TITANIUM PETROL,MANUAL,"50,378 km",Petrol,1st Owner,UP-41-x-xxxx,"?9,656/month","Fixed Price?4,93,899",19-Jan,Ford,Lucknow
2014 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"51,644 km",Petrol,2nd Owner,MH-43,"?12,356/month","Fixed Price?6,31,999",14-Apr,Cars from 5 lakh - 10 lakh,Pune
2021 Volkswagen Polo GT TSI AT 1.0,AUTOMATIC,"11,068 km",Petrol,3rd Owner,WB-20,"?17,194/month","?10,11,699?9,15,599",21-Feb,Volkswagen,Kolkata
2014 Hyundai i20 ASTA 1.4 CRDI,MANUAL,"63,497 km",Diesel,2nd Owner,WB-08,"?6,835/month","?3,54,599?3,49,599",14-Jul,Diesel,Kolkata
2021 Ford Ecosport TITANIUM+ SPORT,MANUAL,"9,268 km",Petrol,1st Owner,KA-51-x-xxxx,"?22,679/month","?12,41,399?12,07,699",21-Feb,Ford,Bangalore
2012 Honda Brio 1.2 S (O) MT IVTEC,MANUAL,"80,006 km",Petrol,1st Owner,MH-02,"?4,802/month","Fixed Price?2,45,599",12-Mar,,Mumbai
2012 Maruti Alto K10 LXI,MANUAL,"59,703 km",Petrol,1st Owner,DL-8C,"?4,115/month","Fixed Price?2,10,499",12-Sep,Cars under 2 lakh,New Delhi
2016 Tata Nano TWIST XTA,AUTOMATIC,"24,580 km",Petrol,2nd Owner,DL-1C,"?3,955/month","Fixed Price?2,02,299",16-Aug,Petrol,New Delhi
2012 Hyundai i20 SPORTZ 1.2 VTVT,MANUAL,"72,011 km",Petrol,1st Owner,GJ-01,"?8,242/month","Fixed Price?4,21,599",12-Mar,Petrol,Ahmedabad
2018 Maruti Celerio ZXI,MANUAL,"56,096 km",Petrol,1st Owner,RJ-31,"?9,570/month","Fixed Price?4,89,499",18-May,Cars from 2 lakh - 5 lakh,Jaipur
2020 Volkswagen Polo HIGH LINE PLUS 1.0,MANUAL,"40,972 km",Petrol,1st Owner,GJ-18,"?14,156/month","?8,03,399?7,24,099",20-Sep,Volkswagen,Ahmedabad
2014 Honda Amaze 1.2 SMT I VTEC,MANUAL,"38,079 km",Petrol,1st Owner,MH-02,"?9,439/month","Fixed Price?4,82,799",14-Jul,,Pune
2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"11,855 km",Petrol,3rd Owner,DL-9C,"?7,132/month","?3,83,399?3,64,799",14-Jun,Cars from 2 lakh - 5 lakh,New Delhi
2021 Mahindra Thar LX D AT 4WD HT,AUTOMATIC,"15,758 km",Diesel,1st Owner,KL-07,"?32,565/month","Fixed Price?17,34,099",21-May,Diesel,Kochi
2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT,AUTOMATIC,"14,381 km",Petrol,1st Owner,WB-02,"?19,553/month","?10,65,799?10,41,199",19-Sep,Cars above 10 lakh,Kolkata
2017 Hyundai Grand i10 ASTA 1.2 VTVT,MANUAL,"98,014 km",Petrol,1st Owner,TS-03-x-xxxx,"?10,729/month","?5,69,999?5,48,799",17-Oct,Ford,Hyderabad
2019 Ford Endeavour 2.2l 4X2 MT Titanium,MANUAL,"93,998 km",Diesel,1st Owner,GJ-02,"?46,643/month","Fixed Price?24,83,799",19-Mar,Ford,Ahmedabad
2018 Toyota YARIS VX CVT,AUTOMATIC,"52,933 km",Petrol,1st Owner,MH-12,"?17,297/month","?9,94,399?9,21,099",18-Sep,Toyota,Pune
2013 Maruti Wagon R 1.0 LXI CNG,MANUAL,"60,935 km",Petrol + CNG,1st Owner,AP-29-x-xxxx,"?6,817/month","?3,53,699?3,48,699",,CNG,Hyderabad
2018 Maruti Swift VXI,MANUAL,"16,301 km",Petrol,1st Owner,WB-24,"?10,930/month","?5,79,099?5,59,099",18-Nov,,Kolkata
2016 Volkswagen Vento HIGHLINE 1.2 TSI AT,AUTOMATIC,"41,836 km",Petrol,2nd Owner,KA-03-x-xxxx,"?16,094/month","?8,64,199?8,56,999",16-Jul,Volkswagen,Bangalore
2014 Maruti Swift VXI,MANUAL,"39,653 km",Petrol,1st Owner,MH-02,"?8,160/month","?4,45,799?4,17,399",14-Jan,Cars from 2 lakh - 5 lakh,Mumbai
2021 Tata NEXON XMA 1.5,MANUAL,"31,536 km",Diesel,1st Owner,MH-14,"?20,411/month","?11,62,599?10,86,899",21-Feb,Mahindra,Pune
2015 Hyundai i10 SPORTZ 1.1 IRDE2,MANUAL,"17,290 km",Petrol,2nd Owner,GJ-06,"?7,722/month","Fixed Price?3,94,999",15-Apr,,Ahmedabad
2017 Hyundai Elite i20 Magna Executive 1.2,MANUAL,"19,857 km",Petrol,1st Owner,WB-12,"?10,092/month","?5,37,999?5,16,199",17-May,Cars from 5 lakh - 10 lakh,Kolkata
2017 Tata Hexa Varicor 400 XTA,AUTOMATIC,"78,583 km",Diesel,2nd Owner,MH-14,"?23,138/month","?13,02,699?12,32,099",17-Aug,Tata,Pune
2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT,MANUAL,"1,881 km",Petrol,1st Owner,KA-03-x-xxxx,"?13,003/month","Fixed Price?6,65,099",16-Jul,Hyundai,Bangalore
2021 Renault Kwid 1.0 CLIMBER OPT,MANUAL,"4,322 km",Petrol,1st Owner,KA-51-x-xxxx,"?13,194/month","Fixed Price?6,74,899",21-Oct,,Bangalore
2014 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,"30,751 km",Petrol,1st Owner,DL-10,"?9,742/month","Fixed Price?4,98,299",14-Oct,Ford,New Delhi
2016 Ford Ecosport 1.5 TREND+ TDCI,MANUAL,"67,126 km",Diesel,1st Owner,KA-01-x-xxxx,"?14,674/month","?7,65,799?7,50,599",16-Jul,Ford,Bangalore
